dogs_detected,timestamp,cameraID,confidence
0,2023-05-03 12:29:43.958618,2,nan
0,2023-05-03 12:32:09.806339,2,nan
0,2023-05-03 17:41:32.813297,5,nan
0,2023-05-03 17:41:43.780880,3,nan
0,2023-05-03 17:41:48.878858,4,nan
0,2023-05-03 17:41:53.181514,5,nan
0,2023-05-03 17:51:50.957528,5,nan
0,2023-05-03 17:51:56.851454,4,nan
0,2023-05-03 17:51:57.455314,5,nan
0,2023-05-03 17:55:31.495784,5,nan
0,2023-05-03 17:55:37.297750,3,nan
0,2023-05-03 17:55:37.833256,4,nan
0,2023-05-03 17:55:40.214612,5,nan
0,2023-05-03 17:59:26.084581,5,nan
0,2023-05-03 17:59:31.866628,4,nan
0,2023-05-03 17:59:32.441296,5,nan
0,2023-05-03 17:59:44.573207,3,nan
0,2023-05-03 17:59:44.819003,4,nan
0,2023-05-03 17:59:46.882077,5,nan
0,2023-05-03 17:59:56.629996,3,nan
0,2023-05-03 18:00:02.154235,4,nan
0,2023-05-03 18:00:02.507146,5,nan
0,2023-05-03 18:00:13.533077,3,nan
0,2023-05-03 18:00:15.948338,4,nan
0,2023-05-03 18:00:18.356720,5,nan
0,2023-05-03 18:00:28.002432,3,nan
0,2023-05-03 18:00:30.464399,4,nan
0,2023-05-03 18:00:32.859404,5,nan
0,2023-05-03 18:00:44.431011,3,nan
0,2023-05-03 18:00:47.445019,4,nan
0,2023-05-03 18:00:50.148466,5,nan
0,2023-05-03 18:00:59.491299,3,nan
0,2023-05-03 18:01:01.879208,4,nan
0,2023-05-03 18:01:04.471111,5,nan
0,2023-05-03 18:01:13.972227,3,nan
0,2023-05-03 18:01:16.416020,4,nan
0,2023-05-03 18:01:18.825178,5,nan
0,2023-05-03 18:04:11.668704,5,nan
0,2023-05-03 18:04:12.041325,3,nan
0,2023-05-03 18:04:12.171822,4,nan
0,2023-05-03 18:04:12.305302,5,nan
0,2023-05-03 18:04:41.478726,4,nan
0,2023-05-03 18:04:41.633564,5,nan
0,2023-05-03 18:04:56.257543,3,nan
0,2023-05-03 18:04:58.778445,4,nan
0,2023-05-03 18:05:01.192000,5,nan
0,2023-05-03 18:05:10.765796,3,nan
0,2023-05-03 18:05:17.180298,4,nan
0,2023-05-03 18:05:20.072542,5,nan
0,2023-05-03 18:07:51.525525,3,nan
0,2023-05-03 18:07:52.025552,4,nan
0,2023-05-03 18:08:03.029596,2,nan
0,2023-05-03 18:10:38.514526,2,nan
0,2023-05-03 18:10:39.085829,3,nan
0,2023-05-03 18:10:41.567281,4,nan
0,2023-05-04 15:29:28.839047,2,nan
0,2023-05-04 15:29:33.641531,3,nan
0,2023-05-04 15:29:38.527051,4,nan
0,2023-05-04 15:30:04.128445,2,nan
0,2023-05-04 15:35:43.792261,5,nan
0,2023-05-04 15:35:53.570208,3,nan
0,2023-05-04 15:35:56.424289,4,nan
0,2023-05-04 15:35:59.365873,5,nan
0,2023-05-04 15:41:58.125939,5,nan
0,2023-05-04 15:42:07.909116,3,nan
0,2023-05-04 15:42:13.667090,4,nan
0,2023-05-04 15:42:22.303101,5,nan
0,2023-05-04 15:58:39.628875,5,nan
0,2023-05-04 15:58:40.669066,6,nan
0,2023-05-04 15:58:49.880209,1,nan
0,2023-05-04 15:59:05.625820,4,nan
0,2023-05-04 15:59:06.269551,5,nan
0,2023-05-04 15:59:10.419774,6,nan
0,2023-05-04 16:16:20.087000,5,nan
0,2023-05-04 16:16:20.987249,6,nan
0,2023-05-04 16:16:28.698609,1,nan
0,2023-05-04 16:16:38.732342,4,nan
0,2023-05-04 16:16:41.080802,5,nan
0,2023-05-04 16:16:42.313730,6,nan
0,2023-05-04 16:37:10.386735,5,nan
0,2023-05-04 16:37:13.813014,6,nan
0,2023-05-04 16:38:50.072676,1,nan
0,2023-05-04 16:39:02.645311,2,nan
0,2023-05-04 16:39:06.466193,4,nan
0,2023-05-04 16:39:08.880513,5,nan
0,2023-05-04 16:39:24.660246,1,nan
0,2023-05-04 16:39:36.203003,2,nan
0,2023-05-04 16:40:09.028355,5,nan
0,2023-05-04 16:40:09.246319,6,nan
0,2023-05-04 16:40:19.155592,1,nan
0,2023-05-04 16:40:19.410483,2,nan
0,2023-05-04 16:40:21.765839,4,nan
0,2023-05-04 16:40:24.600517,5,nan
0,2023-05-04 16:40:27.464491,6,nan
0,2023-05-04 16:40:33.229741,1,nan
0,2023-05-04 16:40:36.178758,2,nan
0,2023-05-04 16:40:41.817376,4,nan
0,2023-05-04 16:40:44.682244,5,nan
0,2023-05-04 16:40:47.551505,6,nan
0,2023-05-04 16:40:53.289171,1,nan
0,2023-05-04 16:40:56.149757,2,nan
0,2023-05-04 16:41:04.398534,4,nan
0,2023-05-04 16:41:06.549058,5,nan
0,2023-05-04 16:41:07.600946,6,nan
0,2023-05-04 16:41:17.319221,1,nan
0,2023-05-04 16:41:21.845036,2,nan
0,2023-05-04 16:41:37.795179,4,nan
0,2023-05-04 16:41:54.159971,5,nan
0,2023-05-04 16:41:58.861712,6,nan
0,2023-05-04 16:42:02.447188,1,nan
0,2023-05-04 16:42:05.309765,2,nan
0,2023-05-04 16:42:11.054727,4,nan
0,2023-05-04 16:42:13.914657,5,nan
0,2023-05-04 16:42:16.779813,6,nan
0,2023-05-04 16:42:22.504099,1,nan
0,2023-05-04 16:42:25.381145,2,nan
0,2023-05-04 16:42:31.103800,4,nan
0,2023-05-04 16:42:34.005784,5,nan
0,2023-05-04 16:42:38.984081,6,nan
0,2023-05-04 16:42:42.566664,1,nan
0,2023-05-04 16:42:45.453646,2,nan
0,2023-05-04 16:42:51.163260,4,nan
0,2023-05-04 16:42:54.149301,5,nan
0,2023-05-04 16:42:57.040796,6,nan
0,2023-05-04 16:43:02.629416,1,nan
0,2023-05-04 16:43:05.529023,2,nan
0,2023-05-04 16:43:11.241903,4,nan
0,2023-05-04 16:43:14.106492,5,nan
0,2023-05-04 16:43:17.070538,6,nan
0,2023-05-04 16:43:22.759915,1,nan
0,2023-05-04 16:43:25.592634,2,nan
0,2023-05-04 16:43:31.335802,4,nan
0,2023-05-04 16:43:34.174091,5,nan
0,2023-05-04 16:43:37.066426,6,nan
0,2023-05-04 16:43:42.814836,1,nan
0,2023-05-04 16:43:45.651739,2,nan
0,2023-05-04 16:43:51.362631,4,nan
0,2023-05-04 16:43:54.246028,5,nan
0,2023-05-04 16:43:57.099844,6,nan
0,2023-05-04 16:44:02.831530,1,nan
0,2023-05-04 16:44:05.714732,2,nan
0,2023-05-04 16:44:11.447839,4,nan
0,2023-05-04 16:44:15.100298,5,nan
0,2023-05-04 16:44:21.236612,6,nan
0,2023-05-04 17:30:44.270987,5,nan
0,2023-05-04 17:30:45.463183,6,nan
0,2023-05-04 17:31:02.035605,1,nan
0,2023-05-04 17:31:06.898176,2,nan
0,2023-05-04 17:31:10.774185,4,nan
0,2023-05-04 17:31:13.637490,5,nan
0,2023-05-04 17:31:18.955463,6,nan
0,2023-05-04 17:31:22.234680,1,nan
0,2023-05-04 17:31:25.152175,2,nan
0,2023-05-04 17:31:30.850343,4,nan
0,2023-05-04 17:31:33.763366,5,nan
0,2023-05-04 17:31:36.577876,6,nan
0,2023-05-04 17:31:42.383209,1,nan
0,2023-05-04 17:31:45.184627,2,nan
0,2023-05-04 17:31:50.901409,4,nan
0,2023-05-04 17:31:53.766450,5,nan
0,2023-05-04 17:31:56.629464,6,nan
0,2023-05-04 17:32:02.497559,1,nan
0,2023-05-04 17:32:05.254780,2,nan
0,2023-05-04 17:32:10.971345,4,nan
0,2023-05-04 17:32:13.847071,5,nan
0,2023-05-04 17:32:16.714421,6,nan
0,2023-05-04 17:32:22.499153,1,nan
0,2023-05-04 17:32:25.321162,2,nan
0,2023-05-04 17:32:31.055291,4,nan
0,2023-05-04 17:32:39.457028,5,nan
0,2023-05-04 17:32:39.737026,6,nan
0,2023-05-04 17:32:42.504033,1,nan
0,2023-05-04 17:32:45.384798,2,nan
0,2023-05-04 17:32:51.141836,4,nan
0,2023-05-04 17:32:54.563188,5,nan
0,2023-05-04 17:32:56.853086,6,nan
0,2023-05-04 17:33:05.131004,1,nan
0,2023-05-04 17:33:05.604086,2,nan
0,2023-05-04 17:33:11.196403,4,nan
0,2023-05-04 17:33:14.065865,5,nan
0,2023-05-04 17:33:18.648860,6,nan
0,2023-05-04 17:33:36.632666,1,nan
0,2023-05-04 17:33:37.665990,2,nan
0,2023-05-04 17:33:52.604543,4,nan
0,2023-05-04 17:33:52.863452,5,nan
0,2023-05-04 17:33:54.487720,6,nan
0,2023-05-04 17:34:00.367565,1,nan
0,2023-05-04 17:34:03.025761,2,nan
0,2023-05-04 17:34:10.891398,4,nan
0,2023-05-04 17:34:11.644230,5,nan
0,2023-05-04 17:34:14.498868,6,nan
0,2023-05-04 17:34:20.201141,1,nan
0,2023-05-04 17:34:23.124099,2,nan
0,2023-05-04 17:34:28.799286,4,nan
0,2023-05-04 17:34:31.667036,5,nan
0,2023-05-04 17:34:34.532921,6,nan
0,2023-05-04 17:34:40.277922,1,nan
0,2023-05-04 17:34:43.153509,2,nan
0,2023-05-04 17:34:48.893901,4,nan
0,2023-05-04 17:34:51.765503,5,nan
0,2023-05-04 17:34:54.604836,6,nan
0,2023-05-04 17:35:00.482612,1,nan
0,2023-05-04 17:35:03.213302,2,nan
0,2023-05-04 17:35:08.937457,4,nan
0,2023-05-04 17:35:11.809801,5,nan
0,2023-05-04 17:35:14.682922,6,nan
0,2023-05-04 17:35:24.657946,1,nan
0,2023-05-04 17:35:29.582969,2,nan
0,2023-05-04 17:35:53.003493,4,nan
0,2023-05-04 17:35:58.315958,5,nan
0,2023-05-04 17:36:01.473970,6,nan
0,2023-05-04 17:37:20.333417,5,nan
0,2023-05-04 17:37:22.066314,6,nan
0,2023-05-04 17:37:25.841430,1,nan
0,2023-05-04 17:37:31.925586,4,nan
0,2023-05-04 17:37:32.913523,5,nan
0,2023-05-04 17:37:35.472824,6,nan
0,2023-05-04 17:37:39.962077,1,nan
0,2023-05-04 17:37:42.380458,2,nan
0,2023-05-04 17:37:45.962102,4,nan
0,2023-05-04 17:37:48.389650,5,nan
0,2023-05-04 17:37:52.302722,6,nan
0,2023-05-04 17:37:52.634619,1,nan
0,2023-05-04 17:37:53.754829,2,nan
0,2023-05-04 17:37:56.969505,4,nan
0,2023-05-04 17:37:58.542988,5,nan
0,2023-05-04 17:38:00.136181,6,nan
4,2023-05-05 10:15:08.454549,1,0.5
4,2023-05-05 10:15:10.603353,0,0.5
4,2023-05-05 10:15:13.249864,1,0.5
4,2023-05-05 10:15:15.358318,0,0.5
4,2023-05-05 10:15:17.988101,1,0.5
4,2023-05-05 10:15:20.177572,0,0.5
4,2023-05-05 10:15:22.840773,1,0.5
4,2023-05-05 10:15:25.029448,0,0.5
4,2023-05-05 10:15:27.834466,1,0.5
4,2023-05-05 10:15:29.974218,0,0.5
4,2023-05-05 10:15:32.414875,1,0.5
4,2023-05-05 10:15:34.615786,0,0.5
4,2023-05-05 10:15:37.145725,1,0.5
4,2023-05-05 10:15:39.348852,0,0.5
4,2023-05-05 10:15:42.281978,1,0.5
4,2023-05-05 10:15:44.595445,0,0.5
4,2023-05-05 10:15:46.881972,1,0.5
4,2023-05-05 10:15:49.009657,0,0.5
4,2023-05-05 10:15:51.717091,1,0.5
4,2023-05-05 10:15:53.741991,0,0.5
4,2023-05-05 10:15:56.353058,1,0.5
4,2023-05-05 10:15:59.885766,0,0.5
4,2023-05-05 10:16:01.495425,1,0.5
4,2023-05-05 10:16:03.365346,0,0.5
4,2023-05-05 10:16:05.948215,1,0.5
4,2023-05-05 10:16:08.108873,0,0.5
4,2023-05-05 10:16:10.756360,1,0.5
4,2023-05-05 10:16:12.916198,0,0.5
4,2023-05-05 10:16:15.551741,1,0.5
4,2023-05-05 10:16:17.735242,0,0.5
4,2023-05-05 10:16:20.404039,1,0.5
4,2023-05-05 10:16:22.766368,0,0.5
4,2023-05-05 10:16:25.250506,1,0.5
4,2023-05-05 10:16:27.526510,0,0.5
4,2023-05-05 10:16:30.072948,1,0.5
4,2023-05-05 10:16:32.172914,0,0.5
4,2023-05-05 10:16:34.787044,1,0.5
4,2023-05-05 10:16:38.758442,0,0.5
4,2023-05-05 10:16:40.555468,1,0.5
4,2023-05-05 10:16:41.975669,0,0.5
4,2023-05-05 10:16:44.411484,1,0.5
4,2023-05-05 10:16:46.625312,0,0.5
4,2023-05-05 10:16:49.212004,1,0.5
4,2023-05-05 10:16:51.376364,0,0.5
4,2023-05-05 10:16:53.931018,1,0.5
4,2023-05-05 10:16:56.107910,0,0.5
4,2023-05-05 10:16:58.770142,1,0.5
4,2023-05-05 10:17:01.018999,0,0.5
4,2023-05-05 10:17:03.645001,1,0.5
4,2023-05-05 10:17:05.688101,0,0.5
4,2023-05-05 10:17:08.346267,1,0.5
4,2023-05-05 10:17:10.513459,0,0.5
4,2023-05-05 10:17:13.381913,1,0.5
4,2023-05-05 10:17:15.321550,0,0.5
4,2023-05-05 10:17:17.961852,1,0.5
4,2023-05-05 10:17:20.120940,0,0.5
4,2023-05-05 10:17:22.724664,1,0.5
4,2023-05-05 10:17:24.927459,0,0.5
4,2023-05-05 10:17:27.596526,1,0.5
4,2023-05-05 10:17:29.828387,0,0.5
4,2023-05-05 10:17:32.339466,1,0.5
4,2023-05-05 10:17:34.527550,0,0.5
4,2023-05-05 10:17:37.133858,1,0.5
4,2023-05-05 10:17:39.308782,0,0.5
4,2023-05-05 10:17:41.919744,1,0.5
4,2023-05-05 10:17:44.459943,0,0.5
4,2023-05-05 10:17:46.995960,1,0.5
4,2023-05-05 10:17:49.022072,0,0.5
4,2023-05-05 10:17:51.771718,1,0.5
4,2023-05-05 10:17:53.702650,0,0.5
4,2023-05-05 10:17:56.391773,1,0.5
4,2023-05-05 10:17:58.514375,0,0.5
4,2023-05-05 10:18:01.129121,1,0.5
4,2023-05-05 10:18:03.380843,0,0.5
4,2023-05-05 10:18:05.943179,1,0.5
4,2023-05-05 10:18:08.077088,0,0.5
4,2023-05-05 10:18:10.712958,1,0.5
4,2023-05-05 10:18:12.885295,0,0.5
4,2023-05-05 10:18:15.516612,1,0.5
4,2023-05-05 10:18:17.665526,0,0.5
4,2023-05-05 10:18:20.302277,1,0.5
4,2023-05-05 10:18:22.534488,0,0.5
4,2023-05-05 10:18:25.101501,1,0.5
4,2023-05-05 10:18:27.313420,0,0.5
4,2023-05-05 10:18:29.863849,1,0.5
4,2023-05-05 10:18:32.077697,0,0.5
4,2023-05-05 10:18:34.767465,1,0.5
4,2023-05-05 10:18:51.644390,0,0.5
4,2023-05-05 10:18:53.940787,1,0.5
4,2023-05-05 10:18:59.222672,0,0.5
4,2023-05-05 10:19:03.128959,1,0.5
4,2023-05-05 10:19:08.237915,0,0.5
4,2023-05-05 10:19:12.773438,0,0.5
4,2023-05-05 10:19:15.488609,1,0.5
4,2023-05-05 10:19:17.734321,0,0.5
4,2023-05-05 10:19:20.239571,1,0.5
4,2023-05-05 10:19:22.443752,0,0.5
4,2023-05-05 10:19:25.763515,1,0.5
4,2023-05-05 10:19:27.252440,0,0.5
4,2023-05-05 10:19:29.821827,1,0.5
4,2023-05-05 10:19:31.997302,0,0.5
4,2023-05-05 10:19:34.624223,1,0.5
4,2023-05-05 10:19:36.775572,0,0.5
4,2023-05-05 10:19:39.536720,1,0.5
4,2023-05-05 10:19:41.684267,0,0.5
4,2023-05-05 10:19:44.224797,1,0.5
4,2023-05-05 10:19:46.438853,0,0.5
4,2023-05-05 10:19:49.103056,1,0.5
4,2023-05-05 10:19:51.256482,0,0.5
4,2023-05-05 10:19:54.024924,1,0.5
4,2023-05-05 10:19:56.190421,0,0.5
4,2023-05-05 10:19:58.550218,1,0.5
4,2023-05-05 10:20:00.956256,0,0.5
4,2023-05-05 10:20:03.447914,1,0.5
4,2023-05-05 10:20:05.667874,0,0.5
4,2023-05-05 10:20:08.359315,1,0.5
4,2023-05-05 10:20:10.411465,0,0.5
4,2023-05-05 10:20:13.088540,1,0.5
4,2023-05-05 10:20:15.189167,0,0.5
4,2023-05-05 10:20:18.022304,1,0.5
4,2023-05-05 10:20:20.102808,0,0.5
4,2023-05-05 10:20:22.646123,1,0.5
4,2023-05-05 10:20:24.964715,0,0.5
4,2023-05-05 10:20:27.421854,1,0.5
4,2023-05-05 10:20:29.705491,0,0.5
4,2023-05-05 10:20:32.293683,1,0.5
4,2023-05-05 10:20:34.443668,0,0.5
4,2023-05-05 10:20:37.271236,1,0.5
4,2023-05-05 10:20:39.299805,0,0.5
4,2023-05-05 10:20:41.954283,1,0.5
4,2023-05-05 10:20:44.146163,0,0.5
4,2023-05-05 10:20:46.692247,1,0.5
4,2023-05-05 10:20:49.024920,0,0.5
4,2023-05-05 10:20:51.479157,1,0.5
4,2023-05-05 10:20:53.638578,0,0.5
4,2023-05-05 10:20:56.682592,1,0.5
4,2023-05-05 10:20:58.505080,0,0.5
4,2023-05-05 10:21:01.007383,1,0.5
4,2023-05-05 10:21:03.390370,0,0.5
4,2023-05-05 10:21:05.849882,1,0.5
4,2023-05-05 10:21:08.087648,0,0.5
4,2023-05-05 10:21:10.620160,1,0.5
4,2023-05-05 10:21:12.885975,0,0.5
4,2023-05-05 10:21:15.407036,1,0.5
4,2023-05-05 10:21:17.683613,0,0.5
4,2023-05-05 10:21:20.201116,1,0.5
4,2023-05-05 10:21:22.433200,0,0.5
4,2023-05-05 10:22:04.745544,0,0.5
4,2023-05-05 10:22:07.484873,1,0.5
4,2023-05-05 10:22:09.588133,0,0.5
4,2023-05-05 10:22:12.153407,1,0.5
4,2023-05-05 10:22:14.348459,0,0.5
4,2023-05-05 10:22:16.964110,1,0.5
4,2023-05-05 10:22:19.081119,0,0.5
4,2023-05-05 10:22:21.761567,1,0.5
4,2023-05-05 10:22:23.925533,0,0.5
4,2023-05-05 10:22:26.504584,1,0.5
4,2023-05-05 10:22:28.738526,0,0.5
4,2023-05-05 10:22:31.367927,1,0.5
4,2023-05-05 10:22:33.530369,0,0.5
4,2023-05-05 10:22:36.122972,1,0.5
4,2023-05-05 10:22:38.349147,0,0.5
4,2023-05-05 10:22:40.943752,1,0.5
4,2023-05-05 10:22:43.171191,0,0.5
4,2023-05-05 10:22:45.896450,1,0.5
4,2023-05-05 10:22:47.994676,0,0.5
4,2023-05-05 10:22:50.603938,1,0.5
4,2023-05-05 10:22:52.749329,0,0.5
4,2023-05-05 10:25:17.853306,0,0.5
4,2023-05-05 10:25:20.587919,1,0.5
4,2023-05-05 10:25:22.843057,0,0.5
4,2023-05-05 10:25:25.681488,1,0.5
4,2023-05-05 10:25:28.165142,0,0.5
4,2023-05-05 10:25:30.991823,1,0.5
4,2023-05-05 10:25:33.238955,0,0.5
4,2023-05-05 10:25:36.053628,1,0.5
4,2023-05-05 10:25:38.509498,0,0.5
4,2023-05-05 10:25:41.270563,1,0.5
4,2023-05-05 10:25:43.710138,0,0.5
4,2023-05-05 10:25:46.746021,1,0.5
4,2023-05-05 10:25:48.963240,0,0.5
4,2023-05-05 10:25:51.912191,1,0.5
4,2023-05-05 10:25:54.169611,0,0.5
4,2023-05-05 10:25:56.949179,1,0.5
4,2023-05-05 10:25:59.383668,0,0.5
4,2023-05-05 10:26:02.590095,1,0.5
4,2023-05-05 10:26:04.679509,0,0.5
4,2023-05-05 10:26:07.431151,1,0.5
4,2023-05-05 10:26:50.890578,0,0.5
4,2023-05-05 10:26:53.763225,1,0.5
4,2023-05-05 10:26:55.978725,0,0.5
4,2023-05-05 10:26:59.160948,1,0.5
4,2023-05-05 10:27:01.059298,0,0.5
4,2023-05-05 10:27:03.838325,1,0.5
4,2023-05-05 10:27:06.215694,0,0.5
4,2023-05-05 10:27:08.979704,1,0.5
4,2023-05-05 10:27:11.265624,0,0.5
4,2023-05-05 10:28:31.218222,0,0.5
4,2023-05-05 10:28:34.151058,1,0.5
4,2023-05-05 10:28:36.586053,0,0.5
4,2023-05-05 10:28:39.453013,1,0.5
4,2023-05-05 10:28:41.954842,0,0.5
4,2023-05-05 10:28:44.890586,1,0.5
4,2023-05-05 10:28:47.196874,0,0.5
4,2023-05-05 10:28:50.478835,1,0.5
4,2023-05-05 10:28:53.273362,0,0.5
4,2023-05-05 10:28:55.633054,1,0.5
4,2023-05-05 10:28:57.925014,0,0.5
4,2023-05-05 10:29:00.741156,1,0.5
4,2023-05-05 10:29:02.987654,0,0.5
4,2023-05-05 10:29:06.037906,1,0.5
4,2023-05-05 10:53:58.204968,0,0.5
4,2023-05-05 10:54:00.758235,1,0.5
4,2023-05-05 10:54:02.949506,0,0.5
4,2023-05-05 10:58:31.891699,1,0.5
4,2023-05-05 10:58:34.947455,0,0.5
4,2023-05-05 10:58:36.698042,1,0.5
4,2023-05-05 10:59:20.658808,0,0.5
4,2023-05-05 10:59:23.478375,1,0.5
4,2023-05-05 11:04:17.537250,1,0.5
4,2023-05-05 11:04:26.458024,0,0.5
4,2023-05-05 11:12:23.826898,0,0.5
4,2023-05-05 11:12:26.245213,1,0.5
4,2023-05-05 11:12:28.313106,0,0.5
4,2023-05-05 11:12:30.590866,1,0.5
4,2023-05-05 11:12:32.650018,0,0.5
4,2023-05-05 11:12:35.085652,1,0.5
4,2023-05-05 11:12:37.328901,0,0.5
4,2023-05-05 11:12:39.923028,1,0.5
4,2023-05-05 11:26:21.090686,0,0.5
4,2023-05-05 11:26:23.747634,1,0.5
4,2023-05-05 11:28:35.667650,0,0.5
4,2023-05-05 11:31:04.792715,0,0.5
4,2023-05-05 11:32:43.663115,0,0.5
4,2023-05-05 11:35:53.519572,0,0.5
4,2023-05-05 11:38:15.536334,0,0.5
4,2023-05-05 11:39:28.359714,0,0.5
